Plate,Well,Extraction,Date,SampleOrigin,Tissue,Site,Tree,SampleWeight,Conc,F,R,SampleID
9,C6,15,21/06/2022,Microbiome,Soil,LNGDL,C2,0.13,26.83116846,F6,R3,Soil-ITS-F6-R3
9,D6,15,21/06/2022,Microbiome,Soil,LNGDL,A15,0.2,29.51982238,F6,R4,Soil-ITS-F6-R4
9,E6,15,21/06/2022,Microbiome,Soil,LWBKR,C3,0.27,37.53135016,F6,R5,Soil-ITS-F6-R5
9,F6,15,21/06/2022,Microbiome,Soil,MOCCA,C3,0.25,25.12021522,F6,R6,Soil-ITS-F6-R6
9,G6,15,21/06/2022,Microbiome,Soil,MOCCA,A10,0.24,19.56675418,F6,R7,Soil-ITS-F6-R7
9,H6,15,21/06/2022,Microbiome,Soil,MOCCA,A20,0.25,24.3542839,F6,R8,Soil-ITS-F6-R8
15,A3,15,21/06/2022,Microbiome,Soil,MOCCA,C4,0.21,24.72106,F7,R1,Soil-ITS-F7-R1
15,B3,15,21/06/2022,Microbiome,Soil,MOCCA,A11,0.19,26.1438241,F7,R2,Soil-ITS-F7-R2
15,C3,15,21/06/2022,Microbiome,Soil,MOCCA,A19,0.21,19.462532,F7,R3,Soil-ITS-F7-R3
15,D3,15,21/06/2022,Microbiome,Soil,RCHMD,A11,0.44,28.4929304,F7,R4,Soil-ITS-F7-R4
15,E3,15,21/06/2022,Microbiome,Soil,RWDN,C3,0.19,13.4856037,F7,R5,Soil-ITS-F7-R5
15,F3,15,21/06/2022,Microbiome,Soil,SAW,C3,0.19,20.6657721,F7,R6,Soil-ITS-F7-R6
15,G3,15,21/06/2022,Microbiome,Soil,SAW,C1,0.26,20.2847116,F7,R7,Soil-ITS-F7-R7
15,H3,15,21/06/2022,Microbiome,Soil,STHWK,A15,0.17,13.6130841,F7,R8,Soil-ITS-F7-R8
9,A8,15,21/06/2022,Microbiome,Soil,STHWK,A14,0.24,49.73640698,F8,R1,Soil-ITS-F8-R1
9,B8,15,21/06/2022,Microbiome,Soil,STHWK,A8,0.29,32.89087485,F8,R2,Soil-ITS-F8-R2
9,C8,15,21/06/2022,Microbiome,Soil,WINDW,A10,0.21,59.01634786,F8,R3,Soil-ITS-F8-R3
9,D8,15,21/06/2022,Microbiome,Soil,ANCST,C4,0.22,29.4363814,F8,R4,Soil-ITS-F8-R4
9,E8,15,21/06/2022,Microbiome,Soil,ASHC,C5,0.39,39.2519418,F8,R5,Soil-ITS-F8-R5
9,F8,15,21/06/2022,Microbiome,Soil,ATTP,A7,0.21,26.74056752,F8,R6,Soil-ITS-F8-R6
9,G8,15,21/06/2022,Microbiome,Soil,CDPM,C3,0.15,-5.080464035,F8,R7,Soil-ITS-F8-R7
9,H8,15,21/06/2022,Microbiome,Soil,CDPM,C4,0.22,-4.951584892,F8,R8,Soil-ITS-F8-R8
9,A9,15,21/06/2022,Microbiome,Soil,GMKW,A14,0.18,53.22137612,F9,R1,Soil-ITS-F9-R1
9,B9,15,21/06/2022,Microbiome,Soil,GMKW,C5,0.19,42.88111972,F9,R2,Soil-ITS-F9-R2
9,C9,15,21/06/2022,Microbiome,Soil,HLKH,C1,0.22,49.4304567,F9,R3,Soil-ITS-F9-R3
9,D9,15,21/06/2022,Microbiome,Soil,HLKH,A14,0.3,36.3356381,F9,R4,Soil-ITS-F9-R4
9,E9,15,21/06/2022,Microbiome,Soil,HOEF,A19,0.21,45.86131222,F9,R5,Soil-ITS-F9-R5
9,F9,15,21/06/2022,Microbiome,Soil,HTCH,A6,0.25,33.28173481,F9,R6,Soil-ITS-F9-R6
9,G9,15,21/06/2022,Microbiome,Soil,HTCH,A11,0.22,31.79503495,F9,R7,Soil-ITS-F9-R7
9,H9,15,21/06/2022,Microbiome,Soil,Negctrl,Negctrl,0,-9.431053065,F9,R8,Soil-ITS-F9-R8
9,A10,16,23/06/2022,Microbiome,Soil,LNGDL,C3,0.26,71.06204984,F10,R1,Soil-ITS-F10-R1
9,B10,16,23/06/2022,Microbiome,Soil,MALDW,C5,0.22,29.10151593,F10,R2,Soil-ITS-F10-R2
9,C10,16,23/06/2022,Microbiome,Soil,MTRD,C4,0.17,25.68291404,F10,R3,Soil-ITS-F10-R3
9,D10,16,23/06/2022,Microbiome,Soil,MTRD,C3,0.19,9.745594337,F10,R4,Soil-ITS-F10-R4
9,E10,16,23/06/2022,Microbiome,Soil,RCHMD,A8,0.23,1.815488075,F10,R5,Soil-ITS-F10-R5
9,F10,16,23/06/2022,Microbiome,Soil,RCHMD,C3,0.2,4.165421173,F10,R6,Soil-ITS-F10-R6
9,G10,16,23/06/2022,Microbiome,Soil,RWDN,C5,0.23,-6.168501418,F10,R7,Soil-ITS-F10-R7
9,H10,16,23/06/2022,Microbiome,Soil,SAW,C5,0.2,34.72822879,F10,R8,Soil-ITS-F10-R8
9,A11,16,23/06/2022,Microbiome,Soil,SLCY,C1,0.2,68.54661169,F11,R1,Soil-ITS-F11-R1
9,B11,16,23/06/2022,Microbiome,Soil,SNDR,C5,0.2,31.89325481,F11,R2,Soil-ITS-F11-R2
9,C11,16,23/06/2022,Microbiome,Soil,STHWK,C4,0.23,55.10490257,F11,R3,Soil-ITS-F11-R3
9,D11,16,23/06/2022,Microbiome,Soil,STHWK,A11,0.22,41.02338746,F11,R4,Soil-ITS-F11-R4
9,E11,16,23/06/2022,Microbiome,Soil,STHWK,A10,0.29,54.36164444,F11,R5,Soil-ITS-F11-R5
9,F11,16,23/06/2022,Microbiome,Soil,STRTS,C3,0.17,18.20131454,F11,R6,Soil-ITS-F11-R6
9,G11,16,23/06/2022,Microbiome,Soil,WINDW,C4,0.2,17.85589274,F11,R7,Soil-ITS-F11-R7
9,H11,16,23/06/2022,Microbiome,Soil,WINDW,A16,0.33,8.25035761,F11,R8,Soil-ITS-F11-R8
9,A12,16,23/06/2022,Microbiome,Soil,WLDCP,C1,0.2,46.60429497,F12,R1,Soil-ITS-F12-R1
9,B12,16,23/06/2022,Microbiome,Soil,ATTP,A15,0.3,37.90100565,F12,R2,Soil-ITS-F12-R2
9,C12,16,23/06/2022,Microbiome,Soil,ATTP,A14,0.17,35.33067453,F12,R3,Soil-ITS-F12-R3
9,D12,16,23/06/2022,Microbiome,Soil,BBW,C1,0.31,26.91479303,F12,R4,Soil-ITS-F12-R4
9,E12,16,23/06/2022,Microbiome,Soil,CDS,C5,0.2,15.10885766,F12,R5,Soil-ITS-F12-R5
9,F12,16,23/06/2022,Microbiome,Soil,CDS,C3,0.14,6.636430902,F12,R6,Soil-ITS-F12-R6
9,G12,16,23/06/2022,Microbiome,Soil,DYMK,C4,0.22,18.44732316,F12,R7,Soil-ITS-F12-R7
9,H12,16,23/06/2022,Microbiome,Soil,GMKW,A6,0.12,35.3934618,F12,R8,Soil-ITS-F12-R8
10,A1,16,23/06/2022,Microbiome,Soil,GMKW,A10,0.25,30.03258513,F1,R9,Soil-ITS-F1-R9
10,B1,16,23/06/2022,Microbiome,Soil,HLKH,A6,0.2,33.96743795,F1,R10,Soil-ITS-F1-R10
10,C1,16,23/06/2022,Microbiome,Soil,HLKH,A17,0.25,40.27783446,F1,R11,Soil-ITS-F1-R11
10,D1,16,23/06/2022,Microbiome,Soil,HOEF,A13,0.18,1.574160962,F1,R12,Soil-ITS-F1-R12
10,E1,16,23/06/2022,Microbiome,Soil,HOEF,A20,0.19,4.795772368,F1,R13,Soil-ITS-F1-R13
10,F1,16,23/06/2022,Microbiome,Soil,HOEF,C5,0.3,46.13495092,F1,R14,Soil-ITS-F1-R14
10,G1,16,23/06/2022,Microbiome,Soil,HOEF,A15,0.36,43.88268691,F1,R15,Soil-ITS-F1-R15
10,H1,16,23/06/2022,Microbiome,Soil,HOEF,A7,0.22,17.6964461,F1,R16,Soil-ITS-F1-R16
15,A4,16,23/06/2022,Microbiome,Soil,HTCH,C1,0.29,32.67592879,F2,R9,Soil-ITS-F2-R9
15,B4,16,23/06/2022,Microbiome,Soil,LINEAG,C5,0.3,19.2624906,F2,R10,Soil-ITS-F2-R10
15,C4,16,23/06/2022,Microbiome,Soil,LNGDL,A11,0.28,16.01565236,F2,R11,Soil-ITS-F2-R11
15,D4,16,23/06/2022,Microbiome,Soil,MCOU,C2,0.36,25.64571477,F2,R12,Soil-ITS-F2-R12
15,E4,16,23/06/2022,Microbiome,Soil,MOCCA,A9,0.29,29.01389717,F2,R13,Soil-ITS-F2-R13
15,F4,16,23/06/2022,Microbiome,Soil,RCHMD,C2,0.3,11.79568307,F2,R14,Soil-ITS-F2-R14
15,G4,16,23/06/2022,Microbiome,Soil,RCHMD,A15,0.33,18.65285511,F2,R15,Soil-ITS-F2-R15
15,H4,16,23/06/2022,Microbiome,Soil,SLCY,C2,0.19,20.37560463,F2,R16,Soil-ITS-F2-R16
10,A3,16,23/06/2022,Microbiome,Soil,SLCY,C3,0.2,40.43663854,F3,R9,Soil-ITS-F3-R9
10,B3,16,23/06/2022,Microbiome,Soil,SNDR,C1,0.2,0.045419328,F3,R10,Soil-ITS-F3-R10
10,C3,16,23/06/2022,Microbiome,Soil,STHWK,A13,0.28,26.48363539,F3,R11,Soil-ITS-F3-R11
10,D3,16,23/06/2022,Microbiome,Soil,WINDW,A19,0.2,42.87974281,F3,R12,Soil-ITS-F3-R12
10,E3,16,23/06/2022,Microbiome,Soil,WINDW,C3,0.29,1.277114731,F3,R13,Soil-ITS-F3-R13
10,F3,16,23/06/2022,Microbiome,Soil,WINDW,C5,0.21,-8.8722096,F3,R14,Soil-ITS-F3-R14
10,G3,16,23/06/2022,Microbiome,Soil,ATTP,C1,0.44,0.766830431,F3,R15,Soil-ITS-F3-R15
10,H3,16,23/06/2022,Microbiome,Soil,ATTP,C4,0.41,29.63585033,F3,R16,Soil-ITS-F3-R16
10,A4,16,23/06/2022,Microbiome,Soil,ATTP,A16,0.28,22.80525573,F4,R9,Soil-ITS-F4-R9
10,B4,16,23/06/2022,Microbiome,Soil,BBW,C2,0.42,1.577006584,F4,R10,Soil-ITS-F4-R10
10,C4,16,23/06/2022,Microbiome,Soil,GMKW,A19,0.29,30.53736177,F4,R11,Soil-ITS-F4-R11
10,D4,16,23/06/2022,Microbiome,Soil,GMKW,A11,0.21,-6.096351129,F4,R12,Soil-ITS-F4-R12
10,E4,16,23/06/2022,Microbiome,Soil,GMKW,A12,0.21,-2.127442639,F4,R13,Soil-ITS-F4-R13
10,F4,16,23/06/2022,Microbiome,Soil,HOEF,A11,0.22,33.04729227,F4,R14,Soil-ITS-F4-R14
10,G4,16,23/06/2022,Microbiome,Soil,HOEF,C4,0.2,28.47887546,F4,R15,Soil-ITS-F4-R15
10,H4,16,23/06/2022,Microbiome,Soil,HOEF,A8,0.3,13.68751531,F4,R16,Soil-ITS-F4-R16
10,A5,16,23/06/2022,Microbiome,Soil,HTCH,A12,0.23,36.98590865,F5,R9,Soil-ITS-F5-R9
10,B5,16,23/06/2022,Microbiome,Soil,HTCH,A7,0.21,32.4006017,F5,R10,Soil-ITS-F5-R10
10,C5,16,23/06/2022,Microbiome,Soil,HTCH,A15,0.15,15.3914004,F5,R11,Soil-ITS-F5-R11
10,D5,16,23/06/2022,Microbiome,Soil,LINEAG,C3,0.26,13.79473101,F5,R12,Soil-ITS-F5-R12
10,E5,16,23/06/2022,Microbiome,Soil,LNGDL,A10,0.33,17.94080243,F5,R13,Soil-ITS-F5-R13
10,F5,16,23/06/2022,Microbiome,Soil,LNGDL,A6,0.23,15.27564784,F5,R14,Soil-ITS-F5-R14
10,G5,16,23/06/2022,Microbiome,Soil,LWBKR,C1,0.25,13.1582296,F5,R15,Soil-ITS-F5-R15
10,H5,16,23/06/2022,Microbiome,Soil,MCOU,C4,0.36,8.865287368,F5,R16,Soil-ITS-F5-R16
15,A5,16,23/06/2022,Microbiome,Soil,MOCCA,A6,0.34,51.51219281,F6,R9,Soil-ITS-F6-R9
15,B5,16,23/06/2022,Microbiome,Soil,MOCCA,A14,0.27,24.08312113,F6,R10,Soil-ITS-F6-R10
15,C5,16,23/06/2022,Microbiome,Soil,MOCCA,A18,0.3,52.11998743,F6,R11,Soil-ITS-F6-R11
15,D5,16,23/06/2022,Microbiome,Soil,RCHMD,A18,0.21,42.57989764,F6,R12,Soil-ITS-F6-R12
15,E5,16,23/06/2022,Microbiome,Soil,RCHMD,C4,0.23,29.86284605,F6,R13,Soil-ITS-F6-R13
15,F5,16,23/06/2022,Microbiome,Soil,RWDN,C4,0.18,49.59661194,F6,R14,Soil-ITS-F6-R14
15,G5,16,23/06/2022,Microbiome,Soil,STHWK,C1,0.24,8.919550451,F6,R15,Soil-ITS-F6-R15
15,H5,16,23/06/2022,Microbiome,Soil,STHWK,C5,0.34,37.24620071,F6,R16,Soil-ITS-F6-R16
15,A6,16,23/06/2022,Microbiome,Soil,STHWK,A16,0.29,11.92277995,F7,R9,Soil-ITS-F7-R9
15,B6,16,23/06/2022,Microbiome,Soil,TAWWD,C3,0.21,22.64754767,F7,R10,Soil-ITS-F7-R10
15,C6,16,23/06/2022,Microbiome,Soil,WINDW,A8,0.28,12.96801182,F7,R11,Soil-ITS-F7-R11
15,D6,16,23/06/2022,Microbiome,Soil,ANCST,C3,0.28,30.58569518,F7,R12,Soil-ITS-F7-R12
15,E6,16,23/06/2022,Microbiome,Soil,ANCST,C1,0.28,38.9708678,F7,R13,Soil-ITS-F7-R13
15,F6,16,23/06/2022,Microbiome,Soil,ATTP,A19,0.41,35.07918738,F7,R14,Soil-ITS-F7-R14
15,G6,16,23/06/2022,Microbiome,Soil,BBW,C4,0.22,12.65721124,F7,R15,Soil-ITS-F7-R15
15,H6,16,23/06/2022,Microbiome,Soil,BBW,C5,0.28,12.46637416,F7,R16,Soil-ITS-F7-R16
10,A8,16,23/06/2022,Microbiome,Soil,CDPM,C2,0.29,15.20808726,F8,R9,Soil-ITS-F8-R9
10,B8,16,23/06/2022,Microbiome,Soil,DYMK,C5,0.38,-12.26630242,F8,R10,Soil-ITS-F8-R10
10,C8,16,23/06/2022,Microbiome,Soil,GMKW,A13,0.3,16.939786,F8,R11,Soil-ITS-F8-R11
10,D8,16,23/06/2022,Microbiome,Soil,HLKH,A20,0.12,17.874068,F8,R12,Soil-ITS-F8-R12
10,E8,16,23/06/2022,Microbiome,Soil,HLKH,A7,0.32,30.3130166,F8,R13,Soil-ITS-F8-R13
10,F8,16,23/06/2022,Microbiome,Soil,HOEF,C1,0.26,3.24454114,F8,R14,Soil-ITS-F8-R14
10,G8,16,23/06/2022,Microbiome,Soil,HOEF,A17,0.33,22.62919434,F8,R15,Soil-ITS-F8-R15
10,H8,16,23/06/2022,Microbiome,Soil,HOEF,A14,0.22,-7.014660922,F8,R16,Soil-ITS-F8-R16
10,A9,16,23/06/2022,Microbiome,Soil,HTCH,C5,0.24,60.83405782,F9,R9,Soil-ITS-F9-R9
10,B9,16,23/06/2022,Microbiome,Soil,HTCH,C2,0.19,3.917025901,F9,R10,Soil-ITS-F9-R10
10,C9,16,23/06/2022,Microbiome,Soil,LINEAG,C2,0.23,46.8614107,F9,R11,Soil-ITS-F9-R11
10,D9,16,23/06/2022,Microbiome,Soil,MALDW,C1,0.24,1.864506211,F9,R12,Soil-ITS-F9-R12
10,E9,16,23/06/2022,Microbiome,Soil,MCOU,C5,0.35,24.75404791,F9,R13,Soil-ITS-F9-R13
10,F9,16,23/06/2022,Microbiome,Soil,MOCCA,A15,0.35,21.41080911,F9,R14,Soil-ITS-F9-R14
10,G9,16,23/06/2022,Microbiome,Soil,MOCCA,C5,0.39,38.70594953,F9,R15,Soil-ITS-F9-R15
10,H9,16,23/06/2022,Microbiome,Soil,Negctrl,Negctrl,0,-11.13135817,F9,R16,Soil-ITS-F9-R16
10,A10,17,28/06/2022,Microbiome,Soil,RCHMD,A19,0.25,22.65967003,F10,R9,Soil-ITS-F10-R9
10,B10,17,28/06/2022,Microbiome,Soil,RCHMD,A20,0.32,21.78294304,F10,R10,Soil-ITS-F10-R10
10,C10,17,28/06/2022,Microbiome,Soil,RCHMD,A7,0.28,38.64307046,F10,R11,Soil-ITS-F10-R11
10,D10,17,28/06/2022,Microbiome,Soil,STHWK,C3,0.34,50.82343462,F10,R12,Soil-ITS-F10-R12
10,E10,17,28/06/2022,Microbiome,Soil,STHWK,A7,0.43,71.31081229,F10,R13,Soil-ITS-F10-R13
10,F10,17,28/06/2022,Microbiome,Soil,STRTS,C2,0.34,70.2035899,F10,R14,Soil-ITS-F10-R14
10,G10,17,28/06/2022,Microbiome,Soil,TAWWD,C1,0.34,21.88841465,F10,R15,Soil-ITS-F10-R15
10,H10,17,28/06/2022,Microbiome,Soil,WINDW,A7,0.2,17.20892678,F10,R16,Soil-ITS-F10-R16
10,A11,17,28/06/2022,Microbiome,Soil,WINDW,A6,0.34,32.72105546,F11,R9,Soil-ITS-F11-R9
10,B11,17,28/06/2022,Microbiome,Soil,ATTP,A6,0.35,52.3866909,F11,R10,Soil-ITS-F11-R10
10,C11,17,28/06/2022,Microbiome,Soil,ATTP,A13,0.45,39.14867325,F11,R11,Soil-ITS-F11-R11
10,D11,17,28/06/2022,Microbiome,Soil,ATTP,A8,0.35,18.94558241,F11,R12,Soil-ITS-F11-R12
10,E11,17,28/06/2022,Microbiome,Soil,ATTP,A9,0.35,15.77335632,F11,R13,Soil-ITS-F11-R13
10,F11,17,28/06/2022,Microbiome,Soil,ATTP,A11,0.21,24.53438424,F11,R14,Soil-ITS-F11-R14
10,G11,17,28/06/2022,Microbiome,Soil,CDPM,C1,0.18,7.937339178,F11,R15,Soil-ITS-F11-R15
10,H11,17,28/06/2022,Microbiome,Soil,CROC,C3,0.23,-6.631511674,F11,R16,Soil-ITS-F11-R16
15,A7,17,28/06/2022,Microbiome,Soil,CROC,C1,0.29,18.27187128,F12,R9,Soil-ITS-F12-R9
15,B7,17,28/06/2022,Microbiome,Soil,GMKW,A7,0.48,55.46385498,F12,R10,Soil-ITS-F12-R10
15,C7,17,28/06/2022,Microbiome,Soil,GMKW,A9,0.33,25.73622432,F12,R11,Soil-ITS-F12-R11
15,D7,17,28/06/2022,Microbiome,Soil,HOEF,C3,0.33,45.2835252,F12,R12,Soil-ITS-F12-R12
15,E7,17,28/06/2022,Microbiome,Soil,HTCH,A14,0.25,24.3834134,F12,R13,Soil-ITS-F12-R13
15,F7,17,28/06/2022,Microbiome,Soil,HTCH,A8,0.34,47.42990542,F12,R14,Soil-ITS-F12-R14
15,G7,17,28/06/2022,Microbiome,Soil,LNGDL,A8,0.5,33.46819414,F12,R15,Soil-ITS-F12-R15
15,H7,17,28/06/2022,Microbiome,Soil,LNGDL,C5,0.38,23.14726775,F12,R16,Soil-ITS-F12-R16
11,A1,17,28/06/2022,Microbiome,Soil,LNGDL,A12,0.42,27.30712171,F13,R17,Soil-ITS-F13-R17
11,B1,17,28/06/2022,Microbiome,Soil,LNGDL,A17,0.46,31.11988816,F13,R18,Soil-ITS-F13-R18
11,C1,17,28/06/2022,Microbiome,Soil,LNGDL,A19,0.37,24.93258775,F13,R19,Soil-ITS-F13-R19
11,D1,17,28/06/2022,Microbiome,Soil,LWBKR,C5,0.23,9.916056281,F13,R20,Soil-ITS-F13-R20
11,E1,17,28/06/2022,Microbiome,Soil,MALDW,C2,0.35,-1.591455945,F13,R21,Soil-ITS-F13-R21
11,F1,17,28/06/2022,Microbiome,Soil,MOCCA,C2,0.31,24.44130486,F13,R22,Soil-ITS-F13-R22
11,G1,17,28/06/2022,Microbiome,Soil,MOCCA,A12,0.35,12.61205375,F13,R23,Soil-ITS-F13-R23
11,H1,17,28/06/2022,Microbiome,Soil,RCHMD,A14,0.38,-2.702717276,F13,R24,Soil-ITS-F13-R24
15,A8,17,28/06/2022,Microbiome,Soil,SAW,C4,0.43,38.97117461,F14,R17,Soil-ITS-F14-R17
15,B8,17,28/06/2022,Microbiome,Soil,SLCY,C4,0.32,71.53497563,F14,R18,Soil-ITS-F14-R18
15,C8,17,28/06/2022,Microbiome,Soil,SNDR,C2,0.23,15.74588788,F14,R19,Soil-ITS-F14-R19
15,D8,17,28/06/2022,Microbiome,Soil,STHWK,A9,0.38,44.385333,F14,R20,Soil-ITS-F14-R20
15,E8,17,28/06/2022,Microbiome,Soil,WINDW,A14,0.33,33.35551743,F14,R21,Soil-ITS-F14-R21
15,F8,17,28/06/2022,Microbiome,Soil,WINDW,A11,0.36,20.15178526,F14,R22,Soil-ITS-F14-R22
15,G8,17,28/06/2022,Microbiome,Soil,ANCST,C2,0.3,38.98291017,F14,R23,Soil-ITS-F14-R23
15,H8,17,28/06/2022,Microbiome,Soil,ASHC,C3,0.45,38.11010667,F14,R24,Soil-ITS-F14-R24
15,A9,17,28/06/2022,Microbiome,Soil,ASHC,C2,0.22,40.85108859,F15,R17,Soil-ITS-F15-R17
15,B9,17,28/06/2022,Microbiome,Soil,DYMK,C3,0.51,40.70205465,F15,R18,Soil-ITS-F15-R18
15,C9,17,28/06/2022,Microbiome,Soil,DYMK,C2,0.42,41.57439794,F15,R19,Soil-ITS-F15-R19
15,D9,17,28/06/2022,Microbiome,Soil,GMKW,A16,0.35,28.31367543,F15,R20,Soil-ITS-F15-R20
15,E9,17,28/06/2022,Microbiome,Soil,HLKH,A8,0.35,54.24412378,F15,R21,Soil-ITS-F15-R21
15,F9,17,28/06/2022,Microbiome,Soil,HLKH,C2,0.19,16.47916862,F15,R22,Soil-ITS-F15-R22
15,G9,17,28/06/2022,Microbiome,Soil,HLKH,A19,0.25,30.54979817,F15,R23,Soil-ITS-F15-R23
15,H9,17,28/06/2022,Microbiome,Soil,HLKH,A13,0.21,33.86474869,F15,R24,Soil-ITS-F15-R24
15,A10,17,28/06/2022,Microbiome,Soil,Negctrl,NA,0,31.70709312,F16,R17,Soil-ITS-F16-R17
15,B10,17,28/06/2022,Microbiome,Soil,Negctrl,NA,0,31.45474023,F16,R18,Soil-ITS-F16-R18
15,C10,18,29/06/2022,Microbiome,Soil,HOEF,A18,0.27,64.90814272,F16,R19,Soil-ITS-F16-R19
15,D10,18,29/06/2022,Microbiome,Soil,HRWD,C4,0.24,19.68236286,F16,R20,Soil-ITS-F16-R20
15,E10,18,29/06/2022,Microbiome,Soil,HTCH,A20,0.23,13.06158948,F16,R21,Soil-ITS-F16-R21
15,F10,18,29/06/2022,Microbiome,Soil,LNGDL,C1,0.32,39.81774569,F16,R22,Soil-ITS-F16-R22
15,G10,18,29/06/2022,Microbiome,Soil,LNGDL,A13,0.29,26.79449569,F16,R23,Soil-ITS-F16-R23
